text,label
"""می دونی جای عشق جای دوست داشتن جای همه کلمات عاشقانه مکالماتمون اگر کلمه """"الویت """" رو بزاریم تازه حرفمون واقعی میشه! وگرنه که همه عاشقند و دوستدار ! میایی به الویتت نگاه میکنی می بینی یکی مونده به آخرین الویتی که آخریشو حتی خودش نمیدونه چیه قرار داری!""",neg
نود درصد نيستين هيولا هستين ديدم ك ميگم,neg
"دفعه بعد با #نگاه_معنا_دار مکالمه‌ت رو شروع کنی، اول گذشته‌ت رو یادآوری‌ت میکنم و بعد یه چیزی بهت میگم #شخصیت برات نمونه خیلی خیلی #عصبانی",neg
سلام و درود بر شما خیلی درست گفتید حرف ما را هم زدید این اراده های وقتی جمع میشه تبدیل به سیل و طوفانی خواهد شد به امید خدا اگه همه پشت هم بیایم,pos
"من چندسال پیش توی فیسبوک نوشتم کاش زبان عربی بلد بودم و میتونستم به این زبان شعر عاشقانه بگم چون به دل میشینه زیرش یه سری آریایی با خون صددرصد خالص اومدن هرچی لایق خودشون بود بار ما کردن، توییتر هم همونه فرقی نداره.",pos
خدایش تعمدی این شکلی احمق و بیشعور هستین یا ذاتا #ژن اتون مشکل داره ؟ #احمق,neg
ممنون دکتر جان خیالم راحت شد فکر کردم جن بود! :)),pos
فدای خنده هاتون,pos
محترم جان یه جریان شناسیاز این پدرسوخته های دروایش بخون تا بهت بفهمی چی به چیه #نفهم,neg
مثبت اندیشی شما قابل ستایشه بزرگوار=)))),pos
خوشا به حالت...,pos
هوای دلگیر :( pic.twitter.com/64DAQVre74,neg
سال بعد همین موقع وقت محاکمه این حرومزاده های خائن باید باشه کسانی که عمر حکومت فاسد ج.ا رو حداقل چند سال افزایش دادن . ظریف #حرومزاده,neg
#اصفهان فقط دیشب 9 نفر کشته داشته #تسلیت,neg
"فقط يک چيزست که دستيابي به خواست ها و ارزوهامون رو ناممکن ميکنه اونهم ترس ازشکست خوردنه خواستن توانستنه. اين را بايدباور كرد ونبايدمنتظر معجزه بود انسانهاى كوچك آرزو ميكنندو انسانهاى بزرگ که ماباشيم،اراده مابا اراده هامون،آرزوهامون رو محقق مي کنيم #ایران_آزاد۹۷ و #من_یک_آرزو_دارم pic.twitter.com/jPwQlJmnwo",pos
زندگی کوتاهه ما هم مثل یه مسافریم تو این دنیا درسته لوکیشنمون افتاده تو پر حاشیه ترین کشور دنیا... ولی باز میشه حال دلمونو خوب نگه داشتو امیدوار بود #زندگی #امید #دنیا #حال_خوب,pos
بدبخت ترين گروه بايسكشوالان كه موافق و مخالف ميرينه رو اعصابشون,neg
"خب امشب خونه ی همسآیه عروسیه و صدآش تآ اینجآ میآد ، امیدوآرم شب هآی دیگه هم که صدآ میآد از خونه یِ اونآ بآشه #جن",neg
وقتی هم تحویل میگیریم خیلی ها ناراحت میشن! من دوست نداشتم اینطوری باشه و واقعا مجبورم,neg
"یه حس سرافرازی ،سربلندی،افتخار توامان با دلتنگیه زیاد دارم،امشب.... @MaryamZeraatkar #19 #تهران",pos
"دل من ز غصه خون شد ، دل او خبر ندارد ... #وحشی",neg
"وحشتناك ،بيچاره بچه هامون",neg
عاشق استفاده و امتحان کردن سرویس‌هایی هستم که هنوز کسی ازشون تعریف نکرده و زیاد شناخته شده نیستن. امروز سرویس دلیوری شیرینی «دراپ‌وان» رو تست کردم و بسی از سرعت و حسن برخوردشون خشنود گشتم,pos
جناب #محمود_صادقی #بی_شعور #خودتی و #هم_حزبیات #تخم_لق_سیاسی #روحانی #خاتمی #جهانگیری #اصلاحات #اصولگرایان_معتدل,neg
حاج آقا نماز آیات بعد دیدن فیلم ترسناک واجبه ؟ :))) #مارمولک,pos
خخخخخخخ اعتماد به نفس اينو #گوز داشت الان #طوفان بود,neg
مگه خودمون نمی‌تونیم آدم باشیم یا آدم تربیت کنیم؟ قدم اول پذیرفتن این است که سرتا پا اشکالیم(بلااستثناء). ما فعلن ۴۰ سال است در مرحله‌ی انکار دست و پا می‌زنیم. این رژیم ادامه‌ی طبیعی رژیم پهلوی بود. این را که بپذیریم قدم اول برداشته شده. نپذیریم تا ابد در لوپ گرفتاریم.,neg
"تو پلی رو خراب نکردی فیلسوف اون شبکه و هر شبکه دیگری از اعتقادات دروغین و مالش های شما برا ج ا خبر دارد ، پس وقتی دعوتت می کنه امادس برای منطق های دو هزاری تو... #دروغگو #براندازی",neg
من الان حالم خوب نيس اين فقط يه احساسه مثه هر احساسه دگ من حق اينو ب خودم ميدم يه وقتايى برم تو خودم ! الان هم رو همون مود تشريف دارم,neg
"برای والدین و خانواده بزرگوارتون احترام زیادی قائلم چون تقصیر از خانواده‌ی محترمتون نیست. خودتونید که بی‌ادب، بی‌شرم و وقیح هستید. #بی_شعور",neg
"شمایی که لینک به توئیت رو توییت می کنید، میدونستید ما روی #ویندوزفون باید تو مرورگر وب ببینیمش؟! #عصبانی",neg
واقعا بعد ترك زيدان حس واقعي شكست عشقيو دارم ميچشم #زيدان,neg
حاجی تو اسمشو بگو من خودم ستاد پشتیبانی میزنم برات :/,med
#مدیرعامل خوب مدیرعاملیه که ظرفِ چند ماه میزان اعتمادت رو از صفر به ۱۰۰درصد برسونه و هنوز کلام منعقد نشده مشکل رو حل کنه در این سال‌هایی که کار کردم تا حالا همچین نظری نداشتم. #آدمیت #مدیرعامل_خوب #حال_خوب,pos
ولی فک کنم خدا میخواد پرو نشیم...وگرنه این همه بدبیاری دلیل دیگه ای نداره,neg
میترسم نفهمی https:// twitter.com/mrgholip/statu s/1002267200395366401 …,neg
نه از #خامنه‌ای دلخوشی دارم نه از #ترامپ ! جفتشون برای جهان امروز مضر هستند و باید بروند!,neg
وقتی ا.ن میاد میگه آب بریز اونجا که میسوزه و ممه رو لولو برد پولادگر گوسپند هم میاد به رضا مهماندوست میگه مزدور! #بیشرف,neg
چشم ما مینویسیم شما دستت ب خون دراویش الوده نشده فقط دیگه #گه_نخور,neg
متاسفانه در کشوری زندگی میکنیم که مردمان سرزمینم اهل مطالعه نیستند. #تاسف,neg
شیرینی آزادی به امید خدا,pos
هيچ حسي عجيب تر از مورد اعتماد بودن نيست برام هم خوشحال ميشم كه كسي رازش رو بهم ميگه و باهام راحته هم ناراحت ميشم كه چيزي تو دلش هست كه نميتونه به همه بگه,pos
"ولي حس ميكنم اونوقتا كه عصبي ميشدم و خودمو خالي ميكردم خيلي بهتر بود داد ميزدم،فحش ميدادم ولي حداقل كينه نميگرفتم تازه يكساعت بعد پشيمونم ميشدم",neg
اگه دختر باشی تو فضای مجازی الان کلی فالور و لایک جمع کرده بودی #شاشیدم_تو_این_تفکر #شاش #تفکر #دختر #مردم #سگ #تو #زندگی #داف,neg
پيامبران فقط مهرباني و انسانيت را بشارت دادند . ما انسان ها علاقه زيادي به كج راه رفتن دارند. به اميد صلح همه گير و هميشگي در همه جاي دنيا,pos
دمت گرم چی رو کردی ایول داری,pos
شادم امروز اوه چند ساعت باهاش حرف زدم و چت كردم خوشحالم,pos
یه عده‌ای امثال ماها به چهل اینام می‌رسیدیم که بیشتر زجر بکشیم.,neg
"خانم #مریم_رجوی ، رئیس‌جمهور برگزیده مقاومت #ایران ، روز سه‌شنبه با ستودن #اعتصاب بازاریان و کسبه شهرهای مرزی عموم #جوانان را به شرکت و حمایت از این اعتراضات فراخواند و خواستار آزادی سریع بازداشت‌شدگان شد. دبیرخانه شورای ملی مقاومت ایران ۳۰فروردین ۱۳۹۷(۱۹آوریل ۲۰۱۸) #براندازم pic.twitter.com/pA6PoeK2XC",med
چرا فکر میکنید قوه قضائیه یا سازمان اطلاعات سپاه به صورت آنی تمام مدارک و شواهد هر پرونده‌ای رو رسانه‌ای کنند؟ آیا از حقوق متهم مبنی بر خصوصی بودن اتهامات میشه گذشت؟ یا آیا میشه ابعاد پرونده‌های امنیتی رو سازمانهای اطلاعاتی قبل از حصول نتیجه کامل رسانه‌ای کنند؟ https:// twitter.com/Siib_Saa/statu s/1001910349052997634 …,med
#داورای #حرومزاده #Rio2016,neg
حضرت #حافظ می‌فرماید: هواخواه توام جانا و می‌دانم که می‌دانی که هم نادیده می‌بینی و هم ننوشته می‌خوانی,pos
حق دارید گیرنده های شما اینها رو نمی گیره #بی_سواد #ترسو #لرزان #به_جهنم #بی_شناسنامه #افراطی #خشونت_طلب #بی_دین #متوهم #عقب_مانده #بزدل و..,neg
یه مثالم اینه: طرف تصادف میکنه میبرنش بیمارستان. دکتر سراسیمه میاد بالا سرش و میگه این پسر منه. یه ساعت بعد یه اقایی میاد و میگه این پسر منه. خب میشه مگه؟؟ بله میشه. دکتر مادر اون پسر بوده.,med
"""عشق قهارست و من مقهورِ عشق چون شکر شیرین شدم از شورِ عشق برگِ کاهم پیش تو ای تند باد من چه دانم که کجا خواهم فِتاد مولانا"""" #liberateTaheri""""""",pos
اررره باید نیروهای خودی رو پشتیبانی میکردی,med
"""جایی برای خودفریبی و مثبت ‌ اندیشی باقی نمونده. ما رسما"""" در «استبداد مطلق» زندگی می کنیم.""",neg
خفه شو #بی_ناموس,neg
خوب هایپ تموم شد برگشتم به مود همیشگی :),pos
منم میشناسم توی اطرافیانم کسایی رو که این مشکل براشون پیش اومده. درسته که اون آدم اعتیاد داشته و بیمار بوده و ناخوداگاه اون کارو انجام داده ولی ما آدم ها هم تحملمون حدی داره و متنفر بودن هم حق طبیعی ماست. امیدوارم اتفاقای خوب حال وآیندت این درد کهنه رو بشوره و ببره.,neg
تا چشم کار میکنه خایه دار و خایه مال و خایه خور و عده ای خایه فنگ و خایه کرده از شرایط پیش آمده. البته لازم ب ذکره عده ای بی خایه هم داریم ک خایه های دختر شال ب چوب زده هم وزن کل خاندانشونه. (یامین پور اینا) #تظاهرات_سراسرى #سطل_آشغال #فیلتر #خایه_مال,neg
"دو چشمِ مستِ مِیْ‌ گونت، ببرد آرام هوشیاران دو خواب آلوده بِرْبودند، عقل از دست بیداران #به_به #تریوله #چشم_مست",pos
توییتر دیگه جای زندگی نیست #سیاست #کثافت,neg
"#کیهان : اینکه #بهرام_بیضایی هنرمند بزرگی است، #توهم است مردم: اینکه #کیهان یک #روزنامه #شریف و با #صداقته ، #توهم بزرگ است",neg
"نه به كسي ميگن كه مايه ي شرم و سر افكندگي خانواده اس، گاو پيشوني سفيد معمولا به اونايي ميگن كه بدبياري و بد شانسي ميارن",neg
"شادی و شاد زیوی : دین زرتشت، آیین شادمانی است. از این رو پیروان زرتشت شاد بودن و خوش زیستن را برگزیده اند و از افسردگی و سوگواری دوری می کنند. در این آیین جشن و سرور یکی از راه های نیایش و ستایش خداوند و نزدیک شدن به اوست. پیامبر ایران، پیروان خود را شادمان و خشنود می خواهد",pos
گردهمایی بزرگ مقاومت ایران روز ۹ تیر در پاریس برای پشتیبانی از قیام مردم ایران برای رساندن صدای مردم ایران #ایران #ایران_آزاد۹۷ #قیام_ایران #من_یک_آرزو_دارم #اعتصاب_سراسری pic.twitter.com/Ejcd5O4g75,pos
من که به شخصه هیچ ابایی از هجو و توهین به کفار ندارم. تازه اینا خودشون دارن میگن مفعول واقع شدن. توهینی در کار نیست.,neg
دیشب خواب میدیدم یه عالم سگ و‌گربه دورمه و از سرو کولم بالا میرن! #کابوس,neg
"هفته اي كه بد شروع شد، بدتر ادامه يافت و به افتضاح داره به پايان مي رسه",neg
حالت خوبه؟ سرحالی ؟ کامبیز حسینی گوز کدوم کیونه که هومن سیدی بخواد ازش تقلید کنه؟,neg
دوستان چرا آخوندها از عید ..و چهارشنبه سوری ...وجشن های ملی ما می ترسند باور کنید به خاطر این که این ها ضد شادی و نشاط و سرحالی مردم هستند . پس من هم عکس اش را عمل مکنم .میرم فعال شرکت می کنم. وبه ریش این نامردها می خندم . سلام بر دوستان نادر که در این شادی بامن همراه هستید.,pos
خوشبختی یعنی داشتن مدیری دیوونه که به دیوونگیات بال و پر بده #حال_خوش,pos
داشتن ذهن جستجوگر و کمال گرا نعمتی است که متاسفانه جلبک ها و #جنبش_سبز ی ها از آن محرومند...احسنت به این برادر عزیز و گرامی که به دنبال حق گشت و راه رو از چاه پیدا کرد... https:// twitter.com/SHN_AI_HM_IAN/ status/963009039847383041 …,pos
خنده ام ننداز رفیق خدا نگهدارت به امید پیروزی,pos
جوری گفتم یاد #کنکور خودم افتادم انگار حالا مثلا چن ساله گذشته از روش ! #کسخل,neg
برادر خبر داری پفیوز جدید داریم؟ این آقای عماد بهاور دریاب نوبر بازار باغت آباد انگوری :) از دیروز نان استاپ داره پفیوزی میکنه:) @saeidpar,pos
منم طرفدار ايتاليام شديدا. اتفاقات به نفع ايتاليا شد و جام رو برديم ولي خيلي ماندگار بود بازي و حركات زيدان,pos
من تو دستشویی بگوزم صداش بهتر از خوندن نیکیتاست #بی_شرف,neg
"پادشاهی دی دکه خدمتکاری بسیار شاد است ، از او علت شاد بودنش را پرسید. خدمتکار گفت: قربان همسر و فرزندی دارم و غذایی برای خوردن و لباسی برای پوشیدن و بدین سبب من راضی و شادم . پادشاه موضوع را به وزیر گفت . وزیر هم... https://www. facebook.com/bashirnavin/po sts/1825824884146768 …",pos
حالم از زیباکلام بهم میخوره #مفتخور,neg
سال 86 تا 88 دو سال دویدم برای مجوز 11 تا داستان کوتاه. 11تا شد 8 تا! هشت تا رو هم یک کم از سرش زدن یک کم از تهش. بعدشم مجوز رو گذاشتن کفِ دستم! بعدشهم مجوز رو دستم باد کرد! https:// twitter.com/aghayeKhakan/s tatus/1000688864892203009 …,neg
من خیلی دوست دارم باشما از نزدیک آشنا بشم و معاشرت کنم شوخ طبعی و مثبت اندیشی بینظیری داری,pos
کدوم بیشعوری گفت سحرخیز باش تا کامروا شوی؟ ساعت 6 بیدار شدم اینقدر حوصلم سر رفته که میخوام بخوابم تا 12,neg
باز ريدين به مملکت #پاچه_خواری سپاه رو نکن #بیشرف #جاسوس #خائن,neg
یه رهبر می شه بن سلمان که جامعه نه چندان علاقمند به توسعه فرهنگب رو هرطور هست تلاش می کنه پیس ببره یکی هم می شه این فاشیست ادمخوار که سی ساله یک تنه در برابر خواست جامعه مدنی ایران برای توسعه و پیشرفت ایستاده.,pos
همه سیاسی ان. اینکه بگیم من سیاسی نیستم تو سیاسی نیستی حرف درستی نیست. حالا جدا از این آدم که هست. مگه نمیبینه تو کرمانشاه مردم دارن زجر میکشن. مگه نمیبنه دارن تو کازرون آدم میکشن. مگه نمیبینه تو خیابونای تهران دارن دخترارو اذیت میکنن. هنرمندی که کور و کره خره. زیاده روی هم نی.,neg
"یارو میلیاردره، از #حکومت به شدت انتقاد میکنه و مدام در مورد نظام سیاسی و اقتصادی جهان نظر میده. چهره فرهیخته فرهنگی و هنری مملکت هم هست. ولی موقع پرداخت مالیات ، هزار تا کلک پیاده میکنه که مالیات نده و نمیده! #خاک_بر_سر",neg
ميگفت اخه من اونقد پول ندارم :||||| پول نداري نخر خب ملت ديوانه شدن,neg
جهت اطلاع دوستان علاقمند : #بهرام_بیضایی هیچ اکانتی در توییتر و اینستاگرام ندارد,med
"چه نبوغی! چه فروغی! حاج محبوب القلوب! خادمی از دل مردم، پسری با #ژن_خوب",neg
"هیچی بخدا ، من فقط طرفدار تیم فوتبال ژاپنم، چقد دنبال حاشیه میگردی",neg
"ویدئو رو باز کن، تا آخرش رو ببین و توهین رو پیدا کن (راهنمایی: پیدا نمی کنی)",med
نمیدونستم این دختره کیری هم خایه مال داره #خایه_مال,neg
پیروزی بزرگ برای جنبش #metoo : واشنگتن اولین شهر جهان که بودجه‌ای برای یک راه حل جامع و غیر کیفری برای آزارهای خیابانی اختصاص می‌دهد. ما به جای گشتن به دنبال مقصر بر روی آموزش سرمایه‌گذاری می‌کنیم که این امر واشنگتن را جایی امن‌تر برای همه خواهد کرد. https:// twitter.com/thejessicarave n/status/1001542555618758656 …,med
چاره ای ندارم جز مثبت اندیشی و الا سقوط میکنیم,neg
نسلی که پدرانشان در روز تولدشان درجبهه هابودندوبا لالایی های دلسوخته مادرانشان آرام میگرفتند و تمام دوران خردسالی و کودکیشان رابامجروحیت و شیمیای شدن پدرانشان طی کردندودرنهایت؛شهادتشان را لمس کردند زخمهاخورده ایم تابزرگ شویم وزخمهایی راخواهیم دیدتابزرگ تر ببینیم #دهه_شصتی‌ها,neg
"منم عاشق بچه ام خیلیااااا ولی شوهر دوست ندارم کاش میشد مریم مقدس وار بود ولی اونجوری الان باشیااااا ، مردم میگن حتما زدن بش در رفتن. تااازه شانسم نداریم بچمون عیسی طورم نیست ،بیاد به داد برسه،هعی.",pos
بالاخرررررره آهنگی که واسه Blind Audition عه The Voice میخوام بخونمو انتخاب کردم هورا .,pos
پول و علم جای خودش اما دعا همون آرزوی سلامتی و دادن انرژی مثبت بزارید اسمشو :) هر کسی اعتقادی داره و محترمه,pos
ما شیریم و خورشید پشت ماست,pos
بله بله صحیح و راستی وقتی روایت داریم که یه گربه اومد از یه ظرف آب نوشید بعد پیامبر از همون نیم خورده گربه وضو گرفت.. فکر کنم همین کفایت کنه ..,med
"سرنگونی محتوم، پیروزی محتوم – مسعود رجوی https:// youtu.be/zW23nJx79PU via @YouTube",pos
ولي قطعا اينكه ازت دلخور شن دلگير شن خيلييي خيليي بهتره از اينكه خودتو كوچيك كني معذرت بخواي -_-,neg
چی می گی؟! این کمونیست بازیها آخر و عاقبت نداره؛ بازیچه دیگران نشو؛ اگر دانشجویی درست را بخوان٬ اگر هم نیستی٬ یه کار آبرومند پیشه کن و آدم موفق معقول و مایه سرافرازی پدر و مادرت شو,neg
"""به خصوصی ترین امر زندگی زنان، و به """"لای پایشان"""" دخالت و آن ها را قضاوت کنیم. دوست عزیز، بانوی گرامی ... داشتن رابطه ی جنسی حق طبیعی تو ست، چیزی مثل غذا خوردن و خوابیدن. داشتن یا نداشتن این رابطه هم تنها انتخاب تو و فقط توست و هر تصمیمی بگیری قابل احترام است...""",pos
بدهید تا کامروا شوید #بدین_بزنیم,pos
خوشی اگه گرونه #بخند #بخند #بخند بخند و ارزونی کن ... #حامی,pos
"امروز با روز‌های دیگه فرقی نداشت، یه فرق داشت اونم اون دختره بود که اول صبح داشت می‌دویید، بقیه همون قصه بود، همه‌چی داره می‌ره بالا، شلوار و دست‌های ما داره میاد پایین‌تر #دلار #دست_از_پا_درازتر #تولد #تسلیت #مرگ_تدریجی",neg
"من نمیدونم درست دارم رپلای میکنم یا نه. اما با این وضعیتی که شما بدون تردید مطلعین هیچ مربی بزرگی به این خراب‌شده پا نمیذاره. هیچ مربی بزرگی به این کشور نمیاد. ورزش گره خورده به سیاست. بله کی‌روش جای نقد داره، اما نقدی که از تسویه حساب و تعصبات رنگی نشات گرفته نباشه",neg
صد مرده زنده می شود از ذکر #یاحسین ارباب ما معلم #عیسی‌ابن‌مریم است #میلاد_مسیح_مبارک,pos
هنگامه شهیدی که قاتل بودن این ثلاث اثبات شه حکم حمایت از یه قاتلِ امنیتیِ انتحاری چیه؟ چته شما چرا این همه انتحاری عمل میکنی؟ چی شده که انقدر مطمئنی زندان رفتنت قطعیه؟ خیلی دست به عصا بودی یه هفتس قاطی کردی چی شده راستشو بگو,neg
در اینکه قانع کردن آدمای باهوش کار سختیه شکی نیست اما قانع کردن یه احمق غیرممکنه #احمق #stupid,neg
خوشا و خوشا دَرد خلق مداوا کردن #ریتویت لطفا,pos
"علاوه بر #دولت ، از خودی های به اصطلاح #ارزشی هم باید گله مند شد که به جای استفاده از ابزار #اعتراض_مدنی و #مطالبه_گری حقوق مردم، با سهل انگاری و اضمحلال، ضد انقلاب در حال سو استفاده از این بستر است. #گله_مندیم #اقتصاد #معیشت",neg
#افسرده_شدم,neg
حالم بهم خورد ازت مرتیکه... حالا عکسم بفرستم واسه ت؟ #لاشی,neg
هدرم ^_^بسی شادم باهاش,pos
این همه رنجی که دنیا بر دل ما می‌کند بر دل هرکس کند او ترک دنیا می‌کند #گرانی #تورم #فقر #درماندگی #بدبختی,neg
بجای مقاومت بگو پایداری/بجای عزت بگو سرافرازی /بجای استقلال بگو خودسالاری/بجای محکم بگو سفت/بجای صورت بگو چهره,pos
پسر آقای #علی‌عسگری چه کار می کند در سازمان صدا‌وسیما؟؟؟ #آقازاده,neg
"سخنرانی امروز روحانی پر از امید و انرژی بود، بازگشت به روزهای اوج، از جنس همان سخنانی که ما را قانع کرده که ناامید نباشیم و #ناامید_نشدیم",pos
#چشم_منو_امر_ولی_جان_منو_سید_علی ❤,pos
آره :)) !! #ایلان_ماسک از وقتی این رفیقمون رو دیده سولار سیتی و هایپرلوپ و اینا رو هم داده دستش! چجوری تو می تونی انقدر نفهم باشی که ندونی تدریس در دانشگاه مدرک PhD می خواهد حداقل و لازمه ی PhD رساله ی کارشناسی ارشد؟ :)) #گاو #نفهم #بیشعور #صدر_اسلام #حرف,neg
چنین شد سرانجام کار آخوند خشنود گردیدُ ملت بیکار.,pos
حکومت اسلامی در ۴۰ سال گذشته با گسترش گفتمان « پذیرفتن نظر مخالف=سقوط نظام» در حقیقت قبر خودش را کنده طوری که در حال حاضر پذیرفتن شرایط اعتصاب‌کنندگان همانقدر برای این حکومت عواقب دارد که نپذیرفتنش. #IranStrikes,neg
دمتون گرم بسیجیا برا امنیتمون شهید میشن فهششون میدین تو کشور خودمون حادثه براشون پیش میاد خفه خون میگیرید #نمک_نشناس #شهدای_جهادی,neg
تو برنمی‌گردی و من خیره به در می‌مونم و هرکی که می‌بینه منو می‌گه نگاه دیوونه رو... #مازیار_فلاحی #دیوونه,neg
"خاک بر سر این‌مردم.زناهم تشویق میکنن!!این کجاش خنده داره!؟اون دخت ۸ساله میرقصه میگیرن،بعد این مزخرف میگه هیچی نیست؟!واقعا بعضی وقتا از اینکه ایرانی هستم واینا همشهریای من هستن،حرسم میگیره،میخوام سر به بیا بدن بزنم #بیشعور",neg
باز هم #کشته_شدن #نخبه های #ایران #هموطن #تسلیت,neg
ینی چرا شبا خوابم نمی بره؟ چرا اگه بخوابم همش کابوس می بینم؟ چرا همش حس می کنم گه تو اصابمه...!؟,neg
از ترامپ گنده تر هیچ غلطی نمیتونه در مقابل اراده و عزت و غیرت ملت ایران کنه شما برو ب تن و وطن فروشیت بپرداز........ #بی_غیرت #وطن_فروش,neg
هورا دختر ترامپ باهام شوخی میکنه خخخ :) Princess Ivanka I love you Kiss you pic.twitter.com/rrx2F6czWG,pos
"ما وقتی کراش‌مون از تنهایی در می‌آد و وارد رابطه می‌شه، دیگه کاری به کارش نداریم. اما خب طبیعیه گیر بدیم به دوستش که در انتخاب فرد آرمانی با ما هم ‌ عقیده بوده :))))",pos
اگر #عشق را نمیفهمید #عاشقی نکنید... اینطور بهتر است #زی زی #تنهایی,neg
وقتی به حرفهای اغلب دوستانی باهاشون در دنیای مجازی صحبت میکنم دقت میکنم دو چیز هس که خیلی به چشم میاد یکی یاس و دیگری ترس این آشی که برامون پختن لطفا دیگه از این #آش نخورید,neg
از احسان علیخانی کثیف تر نیست كسی که با استفاده و بازی کردن با ا حساسات مردم و استفاده ابزاري از قشر ضعيف جيباي خودش رو پر كرد #تبريك به اين #حرومزاده,neg
۴/من پادشاه هفت شهر عشق عطارم وقتی محبت میکنی تاج سرم باشی میبارد امشب روی کاغذ اشک خودکارم باید بخوانی سر پناه دفترم باشی اقرا به اسم خالق چشمان زیبایت اصلا نخوان! چشمک بزن پیغمبرم باشی #حال_خوب #علی_صفری,pos
ساعتی چند میلیون پول بگیری بعدش پول بیمه ات رو هم دولت از جیب منو تو میده #مفتخور #بنیاد_دعبل_خزاعی #مداحان,neg
امروز امنیت خیابانهای #پاریس و #مادرید و #لندن و دیگر شهرهای بزرگ دنیا مدیون رشادت مجاهدین #ایرانی و #عراقی و #افغانی و #پاکستانی و #سوری و #لبناني است #وعده_صادق,neg
"حجاب نمیتونه مانع متلک پرونی آدمای مریض بشه، چطور میتونه از تجاوز جلوگیری کنه؟ در کودکی، هم در لباس مدرسه و هم در لباس معمولی که هر روز میپوشیدم مورد آزار قرار گرفتم. اگه به حجاب اعتقاد دارید عقیده شخصیتونه ولی ربطش ندید به این چیزا.",neg
یا امامزاده بیژن ع,neg
یعنی خاک بر سر #همراه_اول حجم روزانه بسته که تموم میشه.کلا بسته تموم میشه. درحالی که حجم شبانه رو هنوز استفاده نکردم #دزد,neg
شاید با افکت خوب نباشه ولی مود کیلرش رو قبول ندارم. لرد آف دیس ورلد و این تو د وید رو از هم جدا کرده خیلی خوبه... وگرنه آدم کف و خون قاطی میکرد اگه lord of م میرفت روی into the void :))) نسخه studio outtake رو گوش دادی؟ صدای آزی رو دستکاری نکردن بهتره.,pos
. #دلتنگی,neg
"روابط کاخ سفید وایران بعد سالها عادی شد.برای حسن نیت ترامپ فرمان داد عکسِ یک انگشت همکارانش رو به ایران صادر کنند،که سریعاً رسید،ایران هم بزرگترین محموله کود انسانی خوراکی رو بارگیری کرد وفرستاد.امیدوارم این پیام صلح ودوستی قبلِ فاسد شدن به علت مشکلات تحریم به کاخ سفید برسد",neg
#تعرفه_بفرست تو دویست میلیون تعرفه چاپ کرده بودی,med
تو دورانى داريم زندگى ميكنيم كه تلاش ميكنن خاطرات رو پاك كنن تا اين كه خاطره سازى كنن… #تلخند,neg
"خدایا چنان کن سرانجام کار، تو خشنود باشی و ما رستگار.",pos
من میگم آخه دلم بود اون که افتاده به خاکت #قمیشی #دلتنگی,neg
شیرین چجوری کامروا بود با اون دل خونش؟ https:// twitter.com/Mahooolak/stat us/990527920773922818 …,neg
جا داره بگیم تورو بفرستن میدون جنگ داعشیا آروم میشن که پسر خوب... حالا نگم چجوری... امثال تو که چیزی جز گند زدن به حیثیت و غیرت ایرانی تو کارنامشون نیست بهتره دهنتونو ببندید... #علی_احمدزاده #بی_شرف #نمک_نشناس,neg
دیوانه ای امید,neg
"رستوران غذا خوردم شده ١٤٠ تومن يارو بي ناموس ١٢ تومن هم ماليات گرفت ، #خوار #هرچي #دزد",neg
وسط آرایشگاه بازی و بوی رنگ و قیژ قیژ سوهان برقی یه خانومه یکهو جیغ زد پرید وسط سالن چرا چون ویبره گوشی باعث ترسش شده بود حالا بماند که گند زد به بندو بساط ناخن کاره گوشی رو نگاه کردم تباه شدم #عنتر _خانم بود حالا بگید چی گفت تا براتون بگم والا #عنتر_خانم #بختک,neg
"با دستیابی به اطلاعات طبقه‌بندی شده «کاگ‌ب» مورخ نظامی آمریکایی نیکلاس رینولدز در کتاب جدید خود«نویسنده، دریانورد، سرباز، جاسوس»نشان می دهد که همینگوی در سال ۱۹۴۰ به استخدام «کمیساریای خلق در امور داخلی»(سازمان امنیت داخلی اتحاد جماهیر شوروی) درآمد که بعدها به «کاگ‌ب» تبدیل شد. https:// twitter.com/pouryia/status /998255669819174912 …",med
دمت گرم خدا رو شکر که خونه ای ولی تنهایی رفتن حواصت باشه خطریه ما با هم یه قول و قراری بعد این شب سیاه داریم (رستوران) یادت نره سرحال میخوام اون روز ببینمت علی یارت,pos
شاید خواستگار داری,med
"هیچ عزیز توئیتر بخشی از جامعه ایران امروزه جامعه ای نا امید، وحشت زده و خسته با رفتن از توئیتر هیچ چیز برای این جامعه درست نمیشه به نظرم اگر تصمیم به رفتن داری از ایران برو چون رفتن از توئیتر فارسی هیچ چیزی درست نمیکنه حداقل به خاطر خودت و خانوادت از این دیار مه آلود برو",neg
ميخواد هولت كنه بيايي بگيريش زودتر خواستگار كجا بود,neg
"طرف تا حالا تو عمر طویلش پای راستشو از دستشویی، این طرفتر نذاشته نشسته نظریه ی داروین رو رد می کنه. #چاقال",neg
فدایی رهبرم کور بشه چشم بدخواهاش,pos
برای تو مینویسم که تو فقط بخوانی مرا ببخش اگر از گونه هایم عشق میریزد و سطر هایم بارانی می شود از تو چه پنهان به اندازه ی تمام پریشانی موهایت شکسته ام اما باور کن خاطراتت چه خوب میزبانی بود برای بهانه های نفس کشیدنم #خدایا #دلتنگم,neg
بابا ایول... دمت گرم ...,pos
